timestamp,uid,src_ip,src_port,dst_ip,dst_port,protocol,service,duration,orig_bytes,resp_bytes,conn_state,orig_pkts,resp_pkts,label,attack_category,dataset,bytes_ratio,packet_ratio,bytes_per_pkt,duration_cat,port_category
1526023534.011424,Chdln14swZSsq4v22c,192.168.100.103,43763,180.10.93.220,16495,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1525998801.040908,CEz2oq38EAQpHFRnRi,192.168.100.103,34728,59.239.179.80,9527,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1525914989.012981,CnpsG31P90sSdenVM1,192.168.100.103,43763,11.136.199.15,26591,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1525953781.014012,CIs6ye2lWzK77Yi9If,192.168.100.103,46801,138.21.58.92,23,TCP,unknown,2.998539,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526028311.013968,CfNBRZsr9hrGSSDPd,192.168.100.103,43763,43.34.171.193,9540,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526095164.010198,CQgZ3g4ByIqTfO51i5,192.168.100.103,43840,131.86.198.81,2323,TCP,unknown,2.998804,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,registered
1526773978.265124,CQ8fwp1irsEOyZ8Zy6,192.168.2.5,58765,31.140.212.161,22,TCP,unknown,2.993584,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1525944117.014419,C8MqqTErE5wIl7z2,192.168.100.103,46777,173.4.88.149,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1525951589.042767,C5DoO7424KZVksoZi5,192.168.100.103,37902,213.75.93.101,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526052732.013144,CBAXJt25H7rj3qDX0i,192.168.100.103,43805,104.140.64.176,23,TCP,unknown,2.99855,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526134091.01312,CCVXfW2l137X82dith,192.168.100.103,43763,33.34.185.193,16170,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1525904528.014038,C8WshS1equyh18OHMk,192.168.100.103,43604,160.176.200.169,8080,TCP,unknown,2.999038,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526759174.748206,CnWSpm2cKVNJtoWya3,192.168.2.5,44637,121.200.109.56,22,TCP,unknown,2.99121,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526810167.01496,CMwPP33UIMeZqAcr63,192.168.2.5,43243,182.49.73.121,22,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526279533.037129,CgjHIv1RSNIRiwv9lh,192.168.100.103,58773,74.202.146.136,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526142815.03814,CNuV4D1Dme2elX6Iuk,192.168.100.103,33823,171.251.71.75,8080,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1525957610.022391,CSYwsFgzitg6wVa0k,192.168.100.103,41229,163.42.240.85,8080,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526110922.039867,ChmlZq2ws1bWqwzeh,192.168.100.103,45532,194.249.141.73,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1525966444.010008,CcbL6L3W7V148gmewe,192.168.100.103,59685,37.183.102.22,8080,TCP,unknown,2.998788,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1525988144.012795,CL5CAN3raUj6IhgUGj,192.168.100.103,43763,116.30.139.9,47105,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526793683.508339,CuJlkn4aDFky8KANPj,192.168.2.5,34940,161.116.64.242,22,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1525897984.011405,CcfUVL17IbxlESbAOk,192.168.100.103,45009,137.12.246.99,24731,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526028847.04193,CmUw0Z2tBotEx4jB6i,192.168.100.103,47374,90.115.193.105,2323,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1525899476.293658,Cne9XD3NwG8knVu1Nh,192.168.100.103,50734,31.154.30.22,23,TCP,unknown,8.568115,88.0,686.0,SF,15,33,Benign,Benign,IoT-23,0.1137,0.3125,16.12,medium,well-known
1526179785.034733,Cw9pph2EurhcYBMPT3,192.168.100.103,35532,222.24.193.55,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526196786.013803,CAuGUpWlqLstF6bM6,192.168.100.103,43763,209.6.117.236,46361,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526071711.012613,C9k6tc349R0NrKv6o,192.168.100.103,43763,211.5.136.64,56844,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,dynamic
1526247619.024502,CN6Vv74i17ExjHpf6c,192.168.100.103,57366,189.155.208.228,23,TCP,unknown,2.999023,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526846257.422292,CvMThh38kp5rQ7QQ85,192.168.2.5,39892,191.153.22.199,22,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1525909647.022832,CATbBBGpm3EB8bsQi,192.168.100.103,59537,101.121.129.104,48545,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1525909422.023197,CG0W4o2GV7HXkoHRK,192.168.100.103,41077,76.86.152.17,2323,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526024934.010159,CVpdLZTocXmxyB3C3,192.168.100.103,42289,50.1.81.221,8080,TCP,unknown,2.998536,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526222416.032638,CSBfYzHR98lw3RTt4,192.168.100.103,43381,166.67.212.78,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526219333.023737,Cvfstj3pDBP5bh6lo3,192.168.100.103,43763,122.5.105.66,9638,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526845205.868622,CrDEZR2CGCkVeIFLX,192.168.2.5,39108,191.78.174.44,22,TCP,unknown,2.99336,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526024249.010392,Cf59wtvIWwey4dVNb,192.168.100.103,35189,204.36.117.41,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526050745.003547,CmbOph4NuWVecdZNnl,192.168.100.103,53827,188.239.62.57,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526259657.02727,CZNduX293EUHZwDyQ3,192.168.100.103,43763,240.29.80.64,57239,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,dynamic
1526854316.090791,CD9nij1CQPBEibJmu1,192.168.2.5,45396,51.97.115.5,22,TCP,unknown,2.992522,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526872787.28689,CAhgNM3GqUYhrWJwm4,192.168.2.5,35494,203.247.99.31,22,TCP,unknown,2.993864,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526126350.013869,CGYwJD3qnRPrV7hEzb,192.168.100.103,51331,18.194.132.41,8080,TCP,unknown,2.999061,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1525942925.005817,CugJ0h2R1M6eKnfTGa,192.168.100.103,43763,245.168.81.32,17625,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1525910757.162175,CwRmkK1UpeaT4Yp21e,71.40.193.157,11,192.168.100.103,0,ICMP,unknown,0.0,0.0,0.0,OTH,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,system
1525911151.002911,CMt9ak19TN9pTDxys1,192.168.100.103,41085,111.134.32.206,23,TCP,unknown,2.998793,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526212027.024614,CT5o1B1vkJ4JS2puhc,192.168.100.103,50175,52.10.40.125,9527,TCP,unknown,2.998757,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,registered
1526838599.149785,CUgZQ94BGKoo6Kuku1,192.168.2.5,42213,219.176.112.239,22,TCP,unknown,2.997869,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526788994.231125,CCTFWL2lvKHzWGwDrk,192.168.2.5,35352,141.200.67.160,22,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1525933583.009932,C9KArz36TEhdM2j8jl,192.168.100.103,53510,174.103.31.164,23,TCP,unknown,2.998802,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1525927008.999574,ClnuDb14VLJ6k7Ftf4,192.168.100.103,43763,16.162.188.155,33261,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526067433.038597,C6blql45XKgWRhA9Mh,192.168.100.103,55586,76.57.58.250,8080,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1525917602.998351,CKUlT4zeRvKdGlNil,192.168.100.103,43763,11.26.8.7,58051,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,dynamic
1526056902.017027,Cue80446BvQqKERPZa,192.168.100.103,43396,36.77.40.140,56134,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,dynamic
1526242286.029385,CoqcI14LTImac2H9h9,192.168.100.103,46910,49.10.79.48,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526262289.027595,CGJz5o3Tvvw0684JV3,192.168.100.103,49224,173.34.64.126,23,TCP,unknown,2.999041,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526123932.011528,CQjZJF1U0v1DsqXS6,192.168.100.103,43763,64.247.221.103,20259,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526036887.040931,CsUHNt27fQWdj8YCI3,192.168.100.103,58934,113.9.222.251,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526015185.00802,CRzE3n2c8Pojg1T9Yc,192.168.100.103,43763,26.137.63.159,19307,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526016159.009417,CSM9sym7ol5YJDDfl,192.168.100.103,43763,94.143.110.162,52107,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,dynamic
1526172230.021993,C37fq94Pe1NiXihvT4,192.168.100.103,47837,170.147.122.58,2323,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526125441.04265,CLQwe01iboENd64AIf,192.168.100.103,54790,31.60.166.39,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526206472.054657,CY6Uco38AJB2JFJH9i,192.168.100.103,39428,165.28.210.124,8080,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526039422.02312,CvJt0f4VzjjAuWCfa9,192.168.100.103,43700,44.197.200.25,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526039582.014798,CN81rt2VG2fAkzftL7,192.168.100.103,59022,12.153.153.125,23,TCP,unknown,2.998553,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526817773.803092,C2h7Y244chNzNvp2n6,192.168.2.5,34214,148.119.77.11,22,TCP,unknown,2.997149,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1525945016.039838,C8GSzi1xoMBDjDL9he,192.168.100.103,43675,34.210.208.195,2323,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526035950.001444,CQPFux3AjnHwcYyOWh,192.168.100.103,43763,31.226.72.55,15264,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526811282.693127,CiKCxJ1mqzH028noTb,192.168.2.5,40850,182.215.42.43,22,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526062543.037752,CHtc8m31dKW7PHaWx4,192.168.100.103,34874,71.122.65.84,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526240263.009921,CbjhCP3zBDS5j9KT0l,192.168.100.103,33067,189.165.220.215,23,TCP,unknown,2.999038,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526758297.456012,CqYork3IaBjI88LnCe,192.168.2.5,35806,121.205.44.191,22,TCP,unknown,0.300967,0.0,0.0,REJ,1,1,Benign,Benign,IoT-23,0.0,0.5,0.5,short,well-known
1526153301.00205,CjnhPQ1DwuPvYrE2g3,192.168.100.103,43763,29.184.122.80,8983,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526073852.013062,Clyk7BzG7a9taRNm6,192.168.100.103,48685,17.72.200.40,23,TCP,unknown,2.999045,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526181531.02371,CvcZC14aMCpUNFaFOe,192.168.100.103,38248,174.140.161.177,23,TCP,unknown,2.999037,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526241616.02897,CsPhba4eANSvNSf1P5,192.168.100.103,52685,213.156.223.198,8080,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526052786.041844,CQNKsK1kAefLOyju2k,192.168.100.103,50545,35.28.3.95,8080,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1525952455.022755,CpfL791GtUWDH9ChZb,192.168.100.103,38826,176.137.32.100,8080,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526118390.021018,CtnYPKxG6f4cWhobk,192.168.100.103,34034,186.239.208.61,2323,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526773845.058719,CSScVV58zDZdjFtud,192.168.2.5,52623,31.23.123.120,22,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526123438.011561,Cp57vrEYpQW2xrgC1,192.168.100.103,43763,148.65.36.18,54516,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,dynamic
1526019319.010108,CqSDgk4JWiE2rI8jHh,192.168.100.103,33014,2.241.127.91,8080,TCP,unknown,2.998786,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1525984581.008572,Cb0PS22sPILiAE2ySa,192.168.100.103,43763,64.97.54.233,9878,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526183101.030917,CkC6zQ3Fbi6BWRXEUc,192.168.100.103,51140,57.247.187.97,8080,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526106218.015966,CHp4lf1kuhbqXJk1Hj,192.168.100.103,42097,171.152.249.32,45373,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526838308.719453,CFsmwJ3l97c3VaTdh5,192.168.2.5,34819,219.174.14.25,22,TCP,unknown,2.997652,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526824545.947715,Ctkmv41sL26yz136vl,192.168.2.5,40915,196.14.53.193,22,TCP,unknown,2.992392,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1525995584.014307,Cwt8MwvxIb9MjBvw2,192.168.100.103,43763,3.208.249.80,54295,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,dynamic
1526081173.023221,CJMJc12Ff04CTMyhg4,192.168.100.103,57392,103.42.236.169,2323,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526007144.038805,COLoGz1HCbRTtZqmri,192.168.100.103,35987,129.2.227.44,8080,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1525953088.014108,CF5ETS3tRgf4eK8Sb4,192.168.100.103,47393,37.208.148.44,2323,TCP,unknown,2.99863,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,registered
1526235146.022971,Cepa061UzUnqkphs8j,192.168.100.103,43763,1.91.88.76,17174,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1525997920.013758,CjBlxL3RXfDl7sceKk,192.168.100.103,43763,77.110.247.246,53631,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,dynamic
1525930134.04206,Cq6ONh4S81C0OxWbe,192.168.100.103,33033,108.184.81.59,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1525913615.011526,C6Gdp54qqCFU0An8ba,192.168.100.103,40448,52.205.84.43,23,TCP,unknown,0.110938,0.0,0.0,REJ,1,1,Benign,Benign,IoT-23,0.0,0.5,0.5,short,well-known
1526145021.002252,Cc1d8M37bxJOdA2JV8,192.168.100.103,43763,103.246.196.249,2860,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1525967615.000434,CNtUWk1BL1eMe2KJ26,192.168.100.103,59504,184.202.252.209,8080,TCP,unknown,2.998542,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526208705.023669,CEHibl3K8z9UB2vij3,192.168.100.103,43763,118.15.24.229,42219,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1525909122.014975,C9NMax4QWteiZK0gZf,192.168.100.103,48789,181.30.51.33,23,TCP,unknown,17.336377,88.0,1552.0,SF,39,60,Benign,Benign,IoT-23,0.0537,0.3939,16.57,medium,well-known
1526264433.02557,Ck1rbT1q8GW1UXGHUc,192.168.100.103,48046,213.212.21.208,23,TCP,unknown,2.998789,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1526261915.025832,CO1ISL1vG5Gw2RfAml,192.168.100.103,43763,103.99.221.134,50813,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,dynamic
1526150528.012266,CniDvGZPWHzSScqQd,192.168.100.103,43763,115.51.233.151,3026,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526096949.021788,CFZckR352Xf64cUMZ6,192.168.100.103,37857,223.37.181.197,8080,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526033965.012274,CzVpgX1XY3q4o5bTN8,192.168.100.103,43763,93.192.15.154,599,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,system
1526104485.03958,C41GBx4RpEgzx5hPa8,192.168.100.103,45754,208.132.208.1,9527,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526239637.010246,C1pqUr3vNPkmiZxNv1,192.168.100.103,43763,192.142.84.122,57934,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,dynamic
1525949455.012798,CnlulI2zC33umyFZf6,192.168.100.103,43763,65.65.64.135,33327,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526050143.012679,CVI5EBY7SbEP4sog5,192.168.100.103,43763,125.64.6.211,28048,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526044425.008648,CvaYpV3Ms3GKuiBXvg,192.168.100.103,39762,80.199.250.245,8080,TCP,unknown,2.9988,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1525987329.009038,C1b9py2KzCJaBd9Djk,192.168.100.103,43763,96.62.230.132,33722,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1525954886.012862,CztWnQ3AFkgzc27d1h,192.168.100.103,43763,103.93.61.138,15197,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1525970031.039795,CEAFGC4Y622axnSk2,192.168.100.103,35847,108.152.56.229,8080,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526267341.03406,CnF1KeVbbnQT7PFe1,192.168.100.103,46458,106.34.135.90,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526824687.156207,CCU9Nnlu62WxgmBUi,192.168.2.5,40610,196.99.97.138,22,TCP,unknown,2.993858,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,well-known
1525926173.001752,CgnH0G1orgUkfVuqee,192.168.100.103,59805,62.198.242.245,2323,TCP,unknown,2.99878,0.0,0.0,S0,3,0,Benign,Benign,IoT-23,0.0,1.0,0.33,medium,registered
1526045509.998611,CtrKuIPfA79LZRO6g,192.168.100.103,43763,161.145.169.2,38529,UDP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,registered
1526248103.031413,C1efS53F81qsAU79o4,192.168.100.103,36802,131.143.250.132,23,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
1526014314.01807,CLEooWzLUi96ZdE4b,192.168.100.103,46083,192.84.171.6,8080,TCP,unknown,0.0,0.0,0.0,S0,1,0,Benign,Benign,IoT-23,0.0,1.0,1.0,instant,well-known
